,Image,RAM_Tags,YOLO_Tags
207,2968.jpg,blue | car | city street | crack | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | shirt | street corner | walk,"8 person, 3 car"
208,2982.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"6 person, 3 car"
209,2996.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"4 person, 2 car"
210,3010.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"6 person, 2 car"
211,3024.jpg,ambulance | building | car | city street | cross | crosswalk | drive | person | intersection | man | police van | pavement | road | street corner | suv | walk,"5 person, 4 car"
212,3038.jpg,building | car | city street | crosswalk | curb | drive | person | intersection | license plate | pavement | road | street corner | suv | vehicle | walk,"7 person, 3 car"
213,3052.jpg,car | city street | crosswalk | curb | drive | person | intersection | license plate | road | street corner | suv | vehicle | white,"6 person, 3 car"
214,3066.jpg,taxi | car | city street | curb | drive | intersection | license plate | road | street corner | suv | vehicle | white | writing,"7 person, 5 car"
215,3080.jpg,car | city street | curb | drive | intersection | license plate | police van | road | street corner | suv | writing,"1 person, 4 car"
216,3094.jpg,car | city | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk,"5 person, 1 bicycle, 3 car"
217,3108.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | road | street corner | walk,"5 person, 1 bicycle, 2 car"
218,3122.jpg,car | city street | cross | crosswalk | person | intersection | pavement | pedestrian | ride | road | street corner | walk,"6 person, 2 car"
219,3136.jpg,car | city street | cross | crosswalk | person | intersection | man | motorcycle | pavement | pedestrian | ride | road | scooter | street corner | walk,"6 person, 1 bicycle, 2 car"
220,3150.jpg,bicycle | biker | car | city street | cross | crosswalk | person | intersection | man | motorcycle | pedestrian | ride | road | street corner | walk,"8 person, 2 car, 1 motorcycle"
221,3164.jpg,car | city street | cross | crosswalk | person | intersection | man | motorbike | motorcycle | motorcyclist | pedestrian | ride | road | scooter | walk | zebra crossing,"6 person, 2 car, 1 motorcycle"
222,3178.jpg,bicycle | city street | cross | crosswalk | person | intersection | man | moped | motorbike | motorcycle | ride | road | scooter | woman | zebra crossing,"7 person, 2 car, 1 motorcycle"
223,3192.jpg,car | city street | cross | crosswalk | person | intersection | man | pedestrian | road | shirt | walk | woman | yellow | zebra crossing,"8 person, 2 car"
224,3206.jpg,car | city street | cross | crosswalk | person | man | pavement | road | street corner | walk | woman | yellow,"9 person, 2 car, 1 handbag"
225,3220.jpg,city street | cross | crosswalk | person | man | pavement | road | shirt | street corner | walk | woman | yellow,"6 person, 2 car"
226,3234.jpg,car | city street | cross | crosswalk | person | intersection | jog | man | pavement | pedestrian | road | street corner | walk,"7 person, 2 car, 1 skateboard"
227,3248.jpg,car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | walk | woman | zebra crossing,"4 person, 3 car"
228,3262.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | skateboarder | street corner | walk,"7 person, 4 car"
229,3276.jpg,car | city street | cross | crosswalk | person | skate | man | pavement | road | skateboard | skateboarder | street corner | walk,"6 person, 5 car"
230,3290.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"6 person, 4 car"
231,3304.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | shirt | street corner | walk | woman,"4 person, 5 car"
232,3318.jpg,car | city street | cross | crosswalk | person | leash | man | pavement | road | shirt | street corner | tight | walk | woman,"2 person, 7 car"
233,3332.jpg,cane | car | city street | cross | person | leash | man | pavement | road | shirt | street corner | walk,"3 person, 4 car"
234,3346.jpg,boy | city street | crack | cross | crosswalk | hose | person | man | pavement | road | spray | street corner | walk,"6 person, 2 car"
235,3360.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk,"6 person, 3 car"
236,3374.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"5 person, 2 car"
237,3388.jpg,car | city street | cross | crosswalk | person | intersection | jog | man | pavement | road | street corner | walk | woman,"6 person, 2 car"
238,3402.jpg,car | city street | cross | crosswalk | person | intersection | jog | man | pavement | pedestrian | road | street corner | walk | woman,"6 person, 2 car"
239,3416.jpg,car | city street | cross | crosswalk | person | intersection | jog | man | road | street corner | walk | woman,"5 person, 1 bicycle, 2 car"
240,3430.jpg,biker | car | city street | cross | crosswalk | person | intersection | jog | man | pedestrian | road | street corner | walk,"6 person, 2 bicycle, 2 car"
241,3444.jpg,bicycle | biker | car | city street | cross | crosswalk | person | man | pavement | road | street corner | walk,"3 person, 1 bicycle, 2 car"
242,3458.jpg,boy | car | city street | cross | crosswalk | person | man | pavement | road | street corner | walk,"4 person, 3 car"
243,3472.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | suv | walk | woman,"1 person, 2 car"
244,3486.jpg,building | car | city street | crosswalk | curb | drive | intersection | license plate | minivan | pavement | road | sedan | silver | street corner | suv,"1 person, 3 car"
245,3500.jpg,building | car | city street | curb | drive | intersection | license plate | minivan | park | pavement | road | sedan | silver | street corner | suv,3 car
246,3514.jpg,building | car | city street | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign | suv,"2 person, 3 car"
247,3528.jpg,building | car | city street | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"3 person, 2 car"
248,3542.jpg,building | car | city street | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"2 person, 2 car"
249,3556.jpg,building | car | city street | crack | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"3 person, 2 car"
250,3570.jpg,building | car | city street | crack | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"2 person, 3 car"
251,3584.jpg,building | car | city street | crack | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"2 person, 2 car"
252,3598.jpg,building | car | city street | crack | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"2 person, 2 car"
253,3612.jpg,building | car | city street | crack | crosswalk | curb | intersection | pavement | road | street corner | street sign,"3 person, 2 car"
254,3626.jpg,building | car | city street | crack | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"3 person, 2 car"
255,3640.jpg,building | car | city street | crack | cross | crosswalk | curb | intersection | pavement | road | street corner | street sign,"2 person, 2 car"
256,3654.jpg,building | car | city street | crack | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk,"2 person, 2 car"
257,3668.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"2 person, 2 car"
258,3682.jpg,car | city street | crack | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"3 person, 2 car"
259,3696.jpg,boy | city street | cross | crosswalk | person | man | pavement | ride | road | scooter | skateboard | skateboarder | street corner | walk,"4 person, 2 car"
260,3710.jpg,car | city street | crack | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk,"4 person, 2 car"
261,3724.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | spray | street corner | walk,"4 person, 2 car"
262,3738.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"5 person, 3 car"
263,3752.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | woman,"4 person, 2 car"
264,3766.jpg,city street | cross | crosswalk | person | intersection | man | pant | pavement | pedestrian | road | street corner | walk | white | woman,"5 person, 2 car"
265,3780.jpg,city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | puddle | road | street corner | walk | white | woman,"6 person, 2 car"
266,3794.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | woman | zebra crossing,"5 person, 3 car, 1 skateboard"
267,3808.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"4 person, 3 car, 1 handbag"
268,3822.jpg,business suit | car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"7 person, 4 car, 1 backpack, 1 handbag"
269,3836.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"7 person, 3 car, 1 backpack, 1 handbag, 1 skateboard"
270,3850.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"4 person, 4 car, 1 handbag, 1 skateboard"
271,3864.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | zebra crossing,"4 person, 2 car, 1 handbag"
272,3878.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"3 person, 2 car"
273,3892.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"4 person, 2 car, 1 handbag"
274,3906.jpg,building | car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk,"4 person, 2 car"
275,3920.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | stand | street corner | walk,"2 person, 2 car"
276,3934.jpg,building | car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"7 person, 2 car"
277,3948.jpg,car | city street | cross | crosswalk | person | intersection | pavement | road | street corner | walk,"7 person, 2 car"
278,3962.jpg,bicycle | biker | bike lane | car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | street corner,"7 person, 1 bicycle, 2 car, 1 motorcycle"
279,3976.jpg,bicycle | biker | car | city street | cross | crosswalk | person | intersection | man | pedestrian | ride | road | street corner,"7 person, 1 bicycle, 2 car, 1 motorcycle"
280,3990.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | zebra crossing,"6 person, 2 car"
281,4004.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | stand | street corner | walk | woman,"4 person, 2 car"
282,4018.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | road | stand | street corner | walk,"8 person, 2 car"
283,4032.jpg,car | city street | cross | crosswalk | person | intersection | jog | pavement | road | street corner | street sign | walk | woman,"5 person, 2 car"
284,4046.jpg,car | city street | cross | crosswalk | person | jog | man | pavement | road | street corner | walk | woman,"7 person, 2 car"
285,4060.jpg,car | city street | cross | crosswalk | person | man | pavement | pedestrian | road | street corner | walk | woman,"10 person, 2 car"
286,4074.jpg,building | car | city street | crack | crosswalk | curb | drive | intersection | pavement | road | street corner | street sign,"8 person, 2 car"
287,4088.jpg,building | car | city street | crack | crosswalk | curb | person | intersection | pavement | road | street corner | street sign,"10 person, 2 car"
288,4102.jpg,car | city street | crack | cross | crosswalk | person | intersection | pavement | road | street corner | street sign | walk,"10 person, 2 car, 1 traffic light"
289,4116.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | ride | road | street corner | walk,"10 person, 2 car, 1 traffic light"
290,4130.jpg,city street | cross | crosswalk | person | man | pavement | road | shirt | street corner | walk,"7 person, 2 car, 1 traffic light, 1 handbag"
291,4144.jpg,blue | cane | city street | cross | crosswalk | person | man | pavement | road | shirt | street corner | walk | woman,"5 person, 2 car, 1 handbag"
292,4158.jpg,city street | cross | crosswalk | person | intersection | man | pavement | road | street corner | walk | woman,"5 person, 2 car, 1 handbag"
293,4172.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | skateboarder | street corner | walk | woman,"6 person, 2 car"
294,4186.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | woman,"6 person, 2 car"
295,4200.jpg,city street | cross | crosswalk | dress | person | man | pavement | pedestrian | puddle | road | street corner | walk | woman,"6 person, 2 car"
296,4214.jpg,city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | woman,"7 person, 2 car"
297,4228.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | street corner | walk | woman,"8 person, 2 car"
298,4242.jpg,car | city street | cross | crosswalk | person | intersection | man | pavement | pedestrian | road | shirt | street corner | walk,"6 person, 3 car"
299,4256.jpg,car | city street | cross | crosswalk | person | intersection | man | pedestrian | road | shirt | walk,"8 person, 2 car"
300,4270.jpg,blue | car | city street | cross | crosswalk | person | khaki | man | pavement | road | shirt | street corner | walk,"8 person, 2 car"
301,4284.jpg,blue | car | city street | cross | crosswalk | person | man | pavement | road | shirt | street corner | walk,"10 person, 2 car"
302,4298.jpg,car | city street | cross | crosswalk | girl | person | pavement | road | shopping bag | street corner | walk | woman,"8 person, 3 car, 2 handbag"
303,4312.jpg,car | city street | cross | crosswalk | dress | girl | person | pavement | road | shopping bag | street corner | walk | woman,"9 person, 4 car"
